MODE           Overlap              Correlation

Mode: 1822     -0.415600190243      0.247290729903
Mode: 1816     0.252625858163      0.113261133544
Mode: 1746     0.175581842737      0.306224937911
Mode: 1745     0.13950940547      0.303095607429
Mode: 1747     0.138225569708      0.297843432141
Mode: 1659     0.137739698541      0.272789201446
Mode: 1801     -0.136763146302      0.210065050974
Mode: 1730     0.136567023438      0.299515587264
Mode: 1665     -0.133241326847      0.354553903803
Mode: 1793     -0.13005798464      0.202987256131
Mode: 1738     -0.120706064305      0.220396792939
Mode: 1800     0.120606594989      0.178140199695
Mode: 1774     -0.12050356591      0.126790378565
Mode: 1408     -0.103297837303      0.346942965669
Mode: 1754     -0.103052988178      0.312731487395
Mode: 1771     0.102281215991      0.121708390647
Mode: 1734     -0.0939747135624      0.203665955444
Mode: 1638     0.0934656464731      0.29184367777
Mode: 1752     -0.0923833367616      0.224438487678
Mode: 676      0.0907401188281      0.238023148627
Mode: 1773     -0.0885871231507      0.1266134265
Mode: 1642     -0.0884870734795      0.391899986129
Mode: 1622     -0.0875688417836      0.409315388218
Mode: 981      -0.0865277179043      0.0325637262838
Mode: 1811     -0.0853691556746      0.187738142614
Mode: 1693     0.0850140757239      0.214003901339
Mode: 1574     -0.0847710985358      0.451880911144
Mode: 1283     0.0828140026577      0.199187949165
Mode: 1619     0.0816376679106      0.432145713294
Mode: 159      -0.0816280941083      0.241426664506
Mode: 1493     -0.0791710767999      0.297489167068
Mode: 1688     0.0789916892481      0.267844264842
Mode: 1663     -0.0785210633798      0.203610928623
Mode: 1806     -0.0758821081678      0.15330108086
Mode: 1762     -0.0752360641383      0.269960013316
Mode: 597      -0.0749951134229      0.182654730703
Mode: 1714     -0.0738950064159      0.156404240858
Mode: 1549     -0.0734288751905      0.322482440092
Mode: 1672     0.0712918971072      0.282123515145
Mode: 1635     -0.0701676075707      0.344845515537
Mode: 1338     -0.0700477657243      0.155127121293
Mode: 373      -0.0695387870067      0.107479743126
Mode: 1461     -0.0691567757308      0.250289954587
Mode: 1775     0.0681444232988      0.105498255352
Mode: 1690     -0.0671438546339      0.216107636778
Mode: 1627     0.0670268324378      0.363628097867
Mode: 1686     0.0669492514942      0.18910952388
Mode: 838      -0.0667801150441      0.155964816454
Mode: 973      0.0667644478014      0.0471347292441
Mode: 1417     -0.0646530671902      0.242746929215
Mode: 521      -0.0637829204706      0.289059093246
Mode: 533      0.0635746885212      0.262160056867
Mode: 633      -0.0625747189536      0.176726616598
